province;red;green;blue;x;x
4884;255;61;129;New Province 1483;x
4885;88;123;136;New Province 1484;x
4886;4;96;75;New Province 1485;x
4887;3;135;75;New Province 1486;x
4888;5;99;50;New Province 1487;x
4889;172;126;172;New Province 1488;x
4890;7;171;135;New Province 1489;x
4891;88;120;171;New Province 1490;x
4892;172;129;137;New Province 1491;x
4893;130;74;134;New Province 1492;x
4894;168;93;147;New Province 1493;x

